City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,sheregesh,52.9209,87.9869,284.75,92,99,1.61,RU,1787096335
358,mandalgovi,45.7625,106.2708,292.46,48,12,3.27,MN,1787096336
359,zavodoukovsk,56.5042,66.5515,286.89,71,100,2.33,RU,1787096337
360,santana,-0.0583,-51.1817,302.25,74,67,3.6,BR,1787096259
361,praia,14.9215,-23.5087,300.45,74,84,4.63,CV,1787096337
362,kavaratti,10.5669,72.642,300.97,79,64,5.61,IN,1787096340
363,al hazm,16.1641,44.7769,302.71,32,40,2.12,YE,1787095783
364,bondo,3.8146,23.6866,294.17,99,98,0.72,CD,1787096342
365,mascote,-15.5631,-39.3025,293.96,90,37,0.21,BR,1787096343
366,stephenville,32.2207,-98.2023,313.79,20,1,4.12,US,1787096345
367,kurchatov,51.6601,35.6521,286.22,79,58,6.72,RU,1787096346
368,dudinka,69.4058,86.1778,288.92,70,78,1.87,RU,1787095764
369,rio gallegos,-51.6226,-69.2181,278.18,65,14,8.23,AR,1787096348
370,leshan,29.5623,103.7639,295.58,94,100,0.75,CN,1787096349
371,humahuaca,-23.2054,-65.3505,280.42,44,99,5.11,AR,1787096350
372,asuncion mita,14.3308,-89.7108,301.44,58,95,3.39,GT,1787096351
373,thinadhoo,0.5333,72.9333,301.0,78,100,4.02,MV,1787096352
374,idfu,24.9803,32.8747,303.09,27,0,4.16,EG,1787096353
375,enshi,30.3,109.4833,297.67,90,22,0.27,CN,1787096354
376,flying fish cove,-10.4217,105.6791,296.97,94,63,2.57,CX,1787095778
377,masuguru,-11.3667,38.4167,292.88,75,0,1.62,TZ,1787096357
378,platteville,42.7342,-90.4785,297.2,78,81,2.57,US,1787096358
379,pyt-yakh,60.7499,72.8582,285.66,95,88,1.7,RU,1787096359
380,mafinga,-7.25,35.0667,293.26,51,22,1.59,TZ,1787096360
381,trashigang,27.3331,91.5542,292.47,94,90,0.77,BT,1787095768
382,kwakoa,-3.7667,37.7167,291.06,88,59,1.09,TZ,1787096362
383,kwang binh,17.4833,106.6,299.5,90,100,1.07,VN,1787096363
384,selfoss,63.9331,-20.9971,284.84,73,0,2.74,IS,1787095777
385,peterhead,57.5058,-1.7981,286.71,88,96,2.53,GB,1787096365
386,kavieng,-2.5744,150.7967,300.41,68,99,5.49,PG,1787096366
387,dadukou,26.5479,101.7054,294.9,98,100,1.23,CN,1787096368
388,majene,-3.5403,118.9707,298.23,76,37,5.8,ID,1787096369
389,vilyuysk,63.7553,121.6247,280.54,84,100,2.66,RU,1787096370
390,novyy turtkul',41.55,61.0167,302.8,32,41,2.86,UZ,1787096371
391,hauterive,46.0901,3.4459,293.56,63,100,1.6,FR,1787096372
392,kruisfontein,-34.0033,24.7314,284.13,93,100,1.72,ZA,1787096373
393,quellon,-43.1167,-73.6167,281.69,92,98,4.61,CL,1787095795
394,olyokminsk,60.3736,120.4264,284.45,92,99,0.43,RU,1787096375
395,noosa heads,-26.3833,153.15,292.41,59,79,6.97,AU,1787096376
396,talakan,50.3167,130.3667,292.42,61,100,5.24,RU,1787096377
397,cobija,-11.0267,-68.7692,297.25,94,83,0.0,BO,1787096380
398,timimoun,29.2639,0.231,309.36,11,3,3.09,DZ,1787096381
399,tomohon,1.3346,124.8392,297.67,59,36,2.35,ID,1787096382
400,ibiza,38.9088,1.433,300.89,85,1,0.51,ES,1787096383
401,syktyvkar,61.6764,50.8099,282.0,100,100,1.0,RU,1787096384
402,port moresby,-9.4431,147.1797,299.11,56,21,4.04,PG,1787096336
403,qarqaraly,49.4058,75.4742,285.22,58,42,1.75,KZ,1787096386
404,laminusa,5.5549,120.9136,301.42,77,76,5.95,PH,1787096387
405,ndjole,-0.1783,10.7649,297.84,79,86,1.73,GA,1787096388
406,happy valley-goose bay,53.3168,-60.3315,294.32,64,96,2.57,CA,1787096389
407,shagonar,51.5333,92.8,285.75,85,87,0.72,RU,1787096391
408,chaykovskiy,56.7686,54.1148,284.24,96,7,0.24,RU,1787096392
409,uruzgan,32.8333,66.0,297.0,14,0,3.49,AF,1787096393
410,san juan,-31.5375,-68.5364,286.71,43,0,2.46,AR,1787096196
411,nar'yan-mar,67.6713,53.087,287.87,80,69,1.12,RU,1787096395
412,yarmouth,41.7057,-70.2286,295.94,84,39,2.57,US,1787096396
413,kudligi,14.9,76.3833,295.48,84,100,5.9,IN,1787096397
414,murzuq,25.9155,13.9184,304.12,19,2,4.31,LY,1787096399
415,bozdar wada,27.1828,68.636,302.14,65,100,6.03,PK,1787096400
416,nova sintra,14.8667,-24.7167,299.88,81,72,8.57,CV,1787096401
417,nuuk,64.1835,-51.7216,281.49,93,100,2.06,GL,1787096403
418,kiffa,16.6166,-11.4045,308.69,39,24,5.58,MR,1787096404
419,bodo,67.28,14.405,285.25,88,100,2.06,NO,1787096405
420,citrus ridge,28.3339,-81.6423,306.47,69,5,1.34,US,1787096407
421,puerto baquerizo moreno,-0.9,-89.6,297.29,80,88,5.8,EC,1787096408
422,lobujya,27.95,86.8167,275.17,90,100,0.77,NP,1787096409
423,inirida,3.8653,-67.9239,298.06,94,97,1.69,CO,1787096410
424,launceston,-41.45,147.1667,283.95,100,92,1.03,AU,1787096411
425,neka,36.6508,53.299,297.6,89,21,2.24,IR,1787096412
426,kenora,49.8167,-94.4337,293.69,40,30,4.63,CA,1787096415
427,outjo,-20.1167,16.15,288.6,16,0,3.99,NA,1787096416
428,mar del plata,-38.0023,-57.5575,282.01,85,32,3.13,AR,1787096417
429,soio,-6.1349,12.3689,294.03,91,43,2.21,AO,1787096418
430,sejenane,37.0572,9.2381,299.01,89,5,3.15,TN,1787096419
431,kefamenanu,-9.4467,124.4781,296.52,64,83,3.89,ID,1787096420
432,siyabuswa,-25.1132,29.0445,290.2,39,0,2.83,ZA,1787096421
433,kailua-kona,19.6406,-155.9956,299.96,94,98,3.88,US,1787096422
434,manokwari,-0.8667,134.0833,300.43,79,18,0.89,ID,1787096423
435,tacuarembo,-31.7333,-55.9833,285.83,97,100,6.23,UY,1787096424
436,villa gesell,-37.2639,-56.973,280.02,82,73,2.49,AR,1787096425
437,bandon,51.7469,-8.7425,287.92,94,90,3.31,IE,1787096426
438,yurga,55.7231,84.8861,284.66,94,84,1.59,RU,1787096428
439,canelones,-34.6444,-56.2886,282.93,86,100,3.45,UY,1787096430
440,hasaki,35.7333,140.8333,302.15,77,37,1.85,JP,1787096431
441,yanykurgan,43.915,67.2481,297.59,15,0,5.39,KZ,1787096432
442,porbandar,21.6422,69.6093,300.37,82,99,7.59,IN,1787096433
443,great falls,47.5002,-111.3008,302.96,23,95,6.17,US,1787096434
444,yankton,42.8711,-97.3973,301.55,61,100,2.06,US,1787096435
445,mao,39.8885,4.2658,300.46,83,0,2.06,ES,1787096438
446,pine bluff,34.2284,-92.0032,310.4,48,9,3.09,US,1787096439
447,porto novo,6.4965,2.6036,299.05,93,100,2.72,BJ,1787096440
448,mawu,34.4307,104.9176,288.48,60,14,1.07,CN,1787096441
449,minas de marcona,-15.2119,-75.1103,285.53,73,19,6.54,PE,1787096442
450,marsabit,2.3284,37.9899,290.56,70,50,9.52,KE,1787096443
451,masterton,-40.9597,175.6575,282.0,76,98,3.48,NZ,1787096444
452,santanyi,39.3546,3.1291,298.71,86,0,0.45,ES,1787096445
453,vizinga,61.0749,50.1031,285.57,82,97,1.43,RU,1787096446
454,san patricio,28.017,-97.5169,308.12,55,85,6.93,US,1787096448
455,new norfolk,-42.7826,147.0587,283.49,89,98,0.72,AU,1787096449
456,ban ao nang,8.0458,98.8103,297.26,73,100,8.21,TH,1787096450
457,kinmparana,12.8402,-4.9199,301.65,60,64,3.22,ML,1787096451
458,woolgoolga,-30.1106,153.2007,289.08,68,70,1.42,AU,1787096452
459,sohbatpur,28.5202,68.5434,304.74,52,3,4.57,PK,1787096453
460,bojnurd,37.4747,57.329,295.12,64,1,1.03,IR,1787096454
461,todos santos,23.45,-110.2167,302.84,58,94,3.21,MX,1787096455
462,san jose del cabo,23.0589,-109.6977,305.95,56,100,9.26,MX,1787096419
463,bihariganj,25.7333,86.9833,299.37,92,23,5.37,IN,1787096457
464,chibuto,-24.6867,33.5306,289.55,96,0,1.62,MZ,1787096459
465,taber,49.8167,-112.1518,302.29,22,30,4.25,CA,1787096296
466,karlskrona,56.1616,15.5866,284.4,88,80,3.92,SE,1787096462
467,la ronge,55.1001,-105.2842,295.29,43,19,4.12,CA,1787096463
468,richards bay,-28.783,32.0377,292.62,81,100,3.55,ZA,1787096464
469,bismarck,46.8083,-100.7837,300.06,47,73,2.06,US,1787096465
470,fort saskatchewan,53.7168,-113.2187,297.42,49,65,4.12,CA,1787096466
471,parthenay,46.6667,-0.4167,290.33,87,67,2.89,FR,1787096467
472,xining,36.6167,101.7667,287.35,56,2,1.19,CN,1787096468
473,ak-dovurak,51.1833,90.6,284.85,84,100,1.21,RU,1787096470
474,nova vicosa,-17.8919,-39.3719,294.32,72,1,3.41,BR,1787096471
475,markala,13.7021,-6.0659,302.88,57,98,3.13,ML,1787096472
476,mili,6.0815,171.735,301.7,77,50,7.67,MH,1787096473
477,sol'tsy,58.1239,30.3238,285.53,98,100,7.15,RU,1787096474
478,lashio,22.9333,97.75,294.23,100,99,0.14,MM,1787096475
479,touros,-5.1989,-35.4608,297.78,83,11,6.19,BR,1787096476
480,bubaque,11.2833,-15.8333,300.17,83,100,5.56,GW,1787096478
481,kuala terengganu,5.3302,103.1408,299.12,94,100,1.54,MY,1787096237
482,tanaina,61.6269,-149.4281,288.27,86,100,1.54,US,1787096480
483,shaowu,27.3409,117.4831,300.64,75,79,1.14,CN,1787096481
484,arroyo de la luz,39.4851,-6.584,296.11,58,0,2.77,ES,1787096482
485,vinukonda,16.05,79.75,300.56,69,100,2.57,IN,1787096483
486,puerto cortez,15.8333,-87.95,302.07,83,44,5.27,HN,1787096484
487,weihai,37.5017,122.1136,302.53,63,98,1.08,CN,1787096485
488,anar darah,32.7587,61.654,302.26,19,0,3.13,AF,1787096486
489,tazovsky,67.4667,78.7,287.17,64,8,3.34,RU,1787096488
490,longboat key,27.4125,-82.659,305.18,63,18,5.14,US,1787096489
491,forster,-32.1667,152.5167,289.54,70,73,2.0,AU,1787096490
492,nehoiu,45.4167,26.3,290.22,65,100,2.16,RO,1787096491
493,tarawa,1.419,172.984,301.56,76,93,5.98,KI,1787096492
494,hisai-motomachi,34.6667,136.4667,301.47,75,98,1.96,JP,1787096493
495,shasta lake,40.6804,-122.3708,312.63,17,0,0.89,US,1787096495
496,mermoz boabab,14.7065,-17.4758,302.03,84,78,2.06,SN,1787096496
497,mount isa,-20.7333,139.5,296.02,38,1,6.69,AU,1787096276
498,abepura,-2.6333,140.5833,300.6,94,88,1.03,ID,1787096499
499,rezekne,56.5,27.3167,284.42,97,100,4.01,LV,1787096500
500,fehmarn,54.4378,11.1935,289.49,87,99,4.78,DE,1787096501
501,flores,16.9226,-89.8994,302.45,68,93,1.35,GT,1787096502
502,kara-balta,42.8142,73.8481,293.64,33,35,2.1,KG,1787096503
503,pudozh,61.8099,36.5345,285.91,86,98,2.19,RU,1787096504
504,carpinteria,34.3989,-119.5185,307.6,49,82,3.72,US,1787096288
505,magistral'nyy,56.1725,107.4458,285.75,61,92,0.25,RU,1787096506
506,ramos arizpe,25.55,-100.9667,302.31,56,89,5.14,MX,1787096507
507,lucerne valley,34.4439,-116.9678,309.44,29,97,4.27,US,1787096509
508,jining,35.405,116.5814,296.03,94,100,0.36,CN,1787096511
509,saint-francois,46.4154,3.9054,293.51,64,100,1.54,FR,1787096512
510,rawah,34.4816,41.9093,301.75,26,0,3.72,IQ,1787096513
511,sault ste. marie,46.5168,-84.3333,292.31,52,60,6.17,CA,1787096248
512,levuka,50.1834,-105.4011,300.0,29,4,2.57,CA,1787096515
513,uyuni,-20.4597,-66.825,274.65,46,100,12.16,BO,1787096516
514,al jawf,29.5,38.75,300.64,22,0,2.93,SA,1787096517
515,shizuishan,39.2333,106.7694,298.01,29,0,1.83,CN,1787096520
516,kas,36.2018,29.6377,297.63,68,0,1.55,TR,1787096521
517,bahia de kino,28.8333,-111.9333,307.82,55,3,6.06,MX,1787096522
518,emerald,-23.5333,148.1667,293.7,52,2,6.56,AU,1787096523
519,fontenay-le-comte,46.5833,-1.0,292.08,90,54,2.52,FR,1787096524
520,urumqi,43.801,87.6005,291.68,64,28,2.0,CN,1787096391
521,sao jose da coroa grande,-8.8978,-35.1478,296.89,85,53,7.64,BR,1787096526
522,sabang,5.8933,95.3214,301.67,79,96,10.09,ID,1787096527
523,bianzhuang,34.8486,118.0447,298.57,83,91,1.77,CN,1787096528
524,horta,38.5333,-28.6333,296.49,88,16,2.68,PT,1787096530
525,jijiang,29.2906,106.2542,297.58,92,100,1.73,CN,1787096531
526,boden,65.8252,21.6886,286.02,99,100,1.45,SE,1787096532
527,chernyshevskiy,63.0128,112.4714,282.27,67,95,2.85,RU,1787096533
528,verkhnevilyuysk,63.4453,120.3167,281.7,75,100,1.87,RU,1787096534
529,zhangye,38.9342,100.4517,295.65,34,0,2.73,CN,1787096535
530,tamanrasset,22.785,5.5228,303.1,23,91,1.03,DZ,1787096536
531,isla del bosque,22.7333,-105.85,303.84,71,96,3.03,MX,1787096537
532,zaragoza,41.6561,-0.8773,301.93,25,2,4.02,ES,1787096272
533,khenchela,35.4358,7.1433,294.55,43,1,0.53,DZ,1787096539
534,floro,61.5996,5.0328,282.13,93,1,2.06,NO,1787096540
535,broken hill,-31.95,141.4333,290.48,70,10,9.99,AU,1787096542
536,sisimiut,66.9395,-53.6735,280.08,92,100,2.38,GL,1787096543
537,karratha,-20.7377,116.8463,295.5,55,0,3.1,AU,1787096544
538,gap,44.6667,6.0,286.57,68,100,2.63,FR,1787096302
539,gebeit,21.0667,36.3167,300.89,34,2,1.17,SD,1787096546
540,saint-loubes,44.9154,-0.427,293.33,89,34,2.24,FR,1787096547
541,sur,22.5667,59.5289,302.35,65,61,3.8,OM,1787096548
542,bandarbeyla,9.4942,50.8122,297.69,86,3,10.97,SO,1787096549
543,cartagena,10.3997,-75.5144,301.94,79,100,4.92,CO,1787096519
544,port blair,11.6667,92.75,300.69,83,99,6.93,IN,1787096551
545,northam,51.0333,-4.2167,290.86,87,95,5.4,GB,1787096552
546,rivne,50.6231,26.2274,285.05,86,64,3.78,UA,1787096553
547,boguchany,58.3814,97.4531,286.87,67,100,1.06,RU,1787096555
548,slave lake,55.2834,-114.769,296.14,49,46,5.14,CA,1787096556
549,bardai,11.65,7.2333,295.13,93,100,2.83,NG,1787096557
550,saint croix,17.7397,-64.7388,301.4,88,17,4.63,VI,1787096462
551,barnesville,33.0546,-84.1557,305.04,51,25,3.09,US,1787096559
552,kiruna,67.8557,20.2251,281.66,100,100,5.14,SE,1787096560
553,wanxian,30.8039,108.3897,297.93,96,95,0.65,CN,1787096561
554,embarcacion,-23.209,-64.096,285.76,88,100,0.4,AR,1787096562
555,kapa'a,22.0752,-159.319,302.33,61,91,6.17,US,1787096563
556,queenstown,-31.8976,26.8753,284.0,90,57,1.09,ZA,1787096564
557,fort mcmurray,56.7268,-111.381,300.92,34,87,7.2,CA,1787096565
558,ta`u,-14.2336,-169.5144,298.33,79,70,3.92,AS,1787096567
559,bontang,0.1333,117.5,299.81,75,87,3.27,ID,1787096568
560,xinxiang,35.3089,113.8672,297.2,95,100,1.16,CN,1787096569
561,mangrol,21.1167,70.1167,300.01,83,100,7.56,IN,1787096570
562,leskova dolina,45.6225,14.4613,291.2,100,100,1.05,SI,1787096571
563,natal,-5.795,-35.2094,298.51,88,52,4.12,BR,1787096439
